company,grade,toeic,speaking,lang,cert,abr,inte,prize,vol,target
(재)한국항공우주연구원,3.67,721.0,6.0,1.3,2.3,1.4,2.0,2.1,2.0,1
(주)노브랜드,3.61,793.0,8.0,1.0,2.6,1.4,2.0,2.0,1.0,1
한국보건산업진흥원,3.67,776.0,6.0,1.1,2.1,1.1,1.2,1.8,1.9,1
(주)엠에스오토텍,3.52,685.0,7.0,0.0,2.1,2.0,0.0,0.0,5.0,1
티센크루프엘리베이터코리아(주),3.54,792.0,4.0,1.0,1.8,1.3,0.0,1.8,1.3,1
화성산업(주),3.56,915.0,0.0,0.0,2.3,1.0,1.0,0.0,1.0,1
태양금속공업㈜,3.53,720.0,6.0,1.0,2.1,1.2,1.0,1.5,1.7,1
㈜컴퓨존,3.41,690.0,0.0,1.0,2.1,2.0,2.4,1.5,1.8,1
(주)이노션,3.68,867.0,7.0,1.5,1.9,1.2,2.1,3.8,1.8,1
디와이(주),3.5,728.0,7.0,1.3,2.1,1.4,1.0,2.0,1.8,1
대한사료(주),3.58,802.0,0.0,0.0,2.6,1.0,1.0,1.6,1.3,1
(주)비에이치,3.45,785.0,6.0,1.3,2.2,1.8,1.8,1.7,2.3,1
델인터내셔널㈜,3.61,806.0,0.0,0.0,2.0,1.3,1.0,1.3,2.0,1
존슨콘트롤즈오토모티브코리아㈜,3.54,847.0,5.0,1.0,2.5,1.2,1.5,2.5,2.3,1
한국관광공사,3.73,824.0,6.0,1.3,2.2,1.3,1.7,2.0,2.0,1
두원중공업(주),3.61,737.0,0.0,1.0,1.9,1.4,2.3,2.3,1.5,1
(주)조선일보사,3.66,829.0,7.0,1.1,2.0,1.1,1.3,1.7,1.9,1
한국EMC컴퓨터시스템즈㈜,3.62,834.0,7.0,1.0,2.1,1.2,0.0,0.0,0.0,1
(주)이수페타시스,3.4,833.0,7.0,1.0,1.8,1.4,1.0,4.0,1.0,1
바이엘코리아(주),3.55,845.0,6.0,1.1,2.1,1.2,0.0,1.5,2.5,1
㈜골프존뉴딘,3.61,722.0,7.0,1.2,2.4,1.0,1.0,1.0,2.1,1
(주)영우디지탈,3.34,741.0,6.0,1.0,2.5,1.1,1.3,1.3,1.3,1
(주)부산롯데호텔,3.72,773.0,6.0,1.4,2.0,1.2,1.2,1.1,1.3,1
(주)니프코코리아,3.68,729.0,5.0,1.1,2.0,1.4,2.0,2.0,1.7,1
AK S&D (주),3.63,793.0,0.0,0.0,1.6,1.0,0.0,1.3,2.3,1
(주)풍인무역,3.55,825.0,6.0,1.0,2.2,1.4,1.8,1.8,1.4,1
넥상스코리아(주),3.35,827.0,6.0,1.0,2.7,1.4,0.0,0.0,0.0,1
(주)풀무원푸드앤컬처,3.68,721.0,7.0,1.3,2.5,1.1,2.0,1.9,2.0,1
롯데비피화학(주),4.04,801.0,7.0,0.0,2.7,1.3,1.0,1.0,1.0,1
(주)이니스프리,3.46,875.0,6.0,1.5,2.1,1.3,1.0,1.3,2.0,1
(주)센트랄,3.77,791.0,7.0,1.0,1.8,1.3,0.0,2.0,1.0,1
㈜넥솔론,3.62,793.0,6.0,1.0,2.2,1.2,2.0,1.6,1.5,1
로옴세미컨덕터코리아(주),3.63,710.0,0.0,1.5,1.9,1.3,2.0,1.3,1.3,1
도쿄일렉트론코리아(주),3.61,753.0,6.0,1.3,2.1,1.0,1.0,1.0,2.4,1
(주)캠시스,3.68,570.0,0.0,1.0,2.3,1.3,1.3,3.0,1.8,1
YES24㈜,3.66,822.0,6.0,1.2,1.7,1.3,1.3,1.2,1.5,1
(주)GS,3.78,848.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,1
㈜대유신소재,3.42,684.0,0.0,2.0,2.1,1.2,1.0,2.0,1.1,1
(주)아이피케이,3.38,810.0,7.0,1.3,1.9,1.3,0.0,0.0,0.0,1
(주)한독,3.6,815.0,7.0,1.0,2.0,1.3,1.1,1.4,1.5,1
보령제약(주),3.49,814.0,6.0,1.0,2.2,1.2,1.0,1.6,1.6,1
SFA반도체㈜,3.58,829.0,6.0,1.0,2.1,1.0,1.0,1.0,1.0,1
한국허벌라이프(주),3.58,868.0,7.0,1.0,2.0,1.3,1.0,1.3,2.0,1
㈜ABC마트코리아,3.63,770.0,6.0,1.4,2.1,1.2,1.7,1.3,2.4,1
(주)귀뚜라미홀딩스,3.52,782.0,6.0,2.0,2.1,2.0,1.5,2.2,3.0,1
(주)팔도,3.57,803.0,5.0,1.0,2.2,1.8,1.0,2.0,1.0,1
제이에스알마이크로코리아(주),3.84,775.0,8.0,1.2,1.9,1.0,0.0,0.0,1.0,1
광림통상㈜,3.54,820.0,6.0,1.0,2.1,1.4,1.3,1.3,2.0,1
강남제비스코㈜,3.54,763.0,5.0,0.0,2.5,1.0,1.0,1.5,2.5,1
프라다코리아㈜,3.76,836.0,7.0,1.1,2.0,1.2,2.0,1.0,2.0,1
뉴스킨코리아㈜,3.66,856.0,6.0,1.3,2.2,1.6,1.0,1.6,1.9,1
(주)에뛰드,3.74,829.0,6.0,1.3,2.3,1.3,1.6,2.3,2.6,1
한양이엔지(주),3.4,748.0,6.0,1.8,2.1,1.5,1.0,1.3,1.3,1
(주)삼표,3.54,745.0,6.0,1.0,2.2,1.0,1.0,1.0,1.8,1
오텍캐리어(주),3.64,796.0,6.0,1.0,1.9,1.0,2.0,2.8,2.1,1
(주)코스콤,3.66,840.0,6.0,1.3,2.3,1.5,1.0,2.1,1.0,1
(주)신세계조선호텔,3.69,726.0,6.0,1.2,2.2,1.3,1.5,2.3,1.6,1
㈜에스지세계물산,3.58,814.0,0.0,1.0,2.2,1.3,0.0,1.0,0.0,1
㈜대홍기획,3.63,875.0,7.0,1.2,2.1,1.2,1.4,2.7,1.5,1
청호나이스(주),3.49,791.0,6.0,1.1,2.0,1.4,1.5,1.2,2.0,1
우리에프아이에스(주),3.58,789.0,6.0,1.0,2.4,1.0,1.2,1.4,1.7,1
한국가스안전공사,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0
한국환경정책평가연구원,3.44,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
㈜YG엔터테인먼트,3.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
한국생산기술연구원,3.54,640.0,0.0,1.0,1.5,1.0,1.0,0.0,0.0,0
(주)한국야쿠르트,3.61,0.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,0
한국보건사회연구원,3.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
(주)디지틀조선일보,3.54,0.0,0.0,0.0,1.8,1.0,0.0,0.0,0.0,0
이수건설(주),0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
(주)티맥스소프트,3.36,693.0,0.0,0.0,1.5,1.0,0.0,2.0,0.0,0
(주)홈앤쇼핑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
대원씨티에스㈜,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0
코나아이(주),3.34,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0
한화솔루션(주),3.56,650.0,0.0,0.0,1.7,0.0,0.0,0.0,1.0,0
와이즈와이어즈㈜,3.26,0.0,0.0,1.0,1.2,1.0,0.0,0.0,1.0,0
AJ네트웍스(주),3.5,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0
SK건설(주),3.58,835.0,0.0,1.0,1.3,1.0,0.0,0.0,1.0,0
인천국제공항공사,3.82,0.0,0.0,1.0,2.1,1.0,0.0,0.0,1.0,0
(주)교원,2.75,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
㈜아프리카TV,3.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0
케이웨더㈜,3.32,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
한국아이비엠 테크니컬솔루션(유),3.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0
㈜유비쿼스,3.27,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0
(주)나스미디어,3.41,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0
㈜MP그룹,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
엔테크서비스(주),3.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
효성아이티엑스(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NS홈쇼핑,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
(주)아이센스,2.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
한국중부발전(주),3.49,668.0,4.0,0.0,3.7,0.0,0.0,0.0,1.0,0
잡코리아(유),3.33,0.0,0.0,1.0,1.4,1.0,0.0,1.0,1.0,0
㈜CJ ENM,3.53,730.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0
(주)한국카본,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
(주)남영비비안,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
한화토탈(주),3.7,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0
한미사이언스(주),3.56,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0
중앙일보(주),3.27,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0.0,0
일동제약㈜,3.55,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0
금호타이어(주),3.69,790.0,0.0,0.0,1.3,1.0,1.0,0.0,0.0,0
(주)엠씨넥스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
(재)한국에너지기술연구원,3.41,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0
(주)대우건설,3.29,0.0,0.0,0.0,1.5,1.0,0.0,1.0,1.0,0
(재)한국노동연구원,3.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
동부제철(주),3.22,0.0,0.0,1.0,1.9,0.0,0.0,0.0,0.0,0
(주)에스앤아이코퍼레이션,2.8,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0
㈜인포피아,3.39,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0
오스템임플란트(주),3.45,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0
(주)해커스어학원,3.62,640.0,8.0,1.0,2.3,1.0,0.0,0.0,0.0,0
(유)기흥모터스,3.15,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
(주)우성사료,3.8,840.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0
한국과학기술연구원,3.4,733.0,5.0,0.0,1.6,0.0,0.0,0.0,1.0,0
딜리버리히어로코리아유한책임회사,3.55,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
피에스케이홀딩스(주),3.43,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0
(주)하이프라자,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
㈜세일종합기술공사,2.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
한국수자원공사,3.33,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0
국토연구원,3.25,0.0,0.0,1.0,2.3,0.0,0.0,0.0,1.0,0
GS건설㈜,3.5,758.0,7.0,1.0,1.7,1.0,1.0,1.0,1.0,0
㈜더에스엠씨그룹,3.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
LG 이노텍,2.2,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0
한국조폐공사,3.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0
(주)좋은책신사고,3.16,0.0,6.0,1.0,1.5,0.0,0.0,0.0,1.0,0
CJ대한통운(주),3.21,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0
근로복지공단,3.12,0.0,0.0,0.0,1.9,1.0,0.0,1.0,1.0,0
LS엠트론㈜,3.28,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0
푸르덴셜생명보험(주),3.17,0.0,0.0,0.0,1.2,1.0,0.0,0.0,0.0,0
동부엔지니어링(주),0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
(주)티몬,3.35,700.0,4.0,1.0,1.4,1.0,3.0,0.0,1.0,0
㈜이테크건설,2.95,850.0,0.0,0.0,2.6,2.0,0.0,0.0,1.0,0
SK인포섹(주),3.35,435.0,0.0,0.0,2.1,1.0,1.0,0.0,1.0,0
현대아산(주),3.39,0.0,0.0,1.0,1.9,1.0,0.0,0.0,0.0,0
현대자동차(주),3.47,742.0,0.0,1.0,1.5,1.0,0.0,0.0,1.7,0
GS리테일,3.45,625.0,0.0,0.0,1.5,0.0,1.0,0.0,1.0,0
(주)오뚜기,3.29,300.0,0.0,0.0,1.8,0.0,0.0,1.0,1.0,0
(주)경농,3.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
JW중외제약(주),2.99,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0
한국지역난방공사,3.64,740.0,0.0,0.0,2.4,0.0,0.0,0.0,1.0,0
굿네이버스,3.69,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
(주)소노호텔앤리조트,3.26,600.0,0.0,0.0,1.4,1.0,1.0,0.0,0.0,0
대림산업㈜,3.39,930.0,0.0,1.0,2.3,1.0,0.0,0.0,1.0,0
(주)휴넷,3.27,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
행복나래(주),2.96,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
버거킹,2.88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
한국야금(주),3.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
(주)유비케어,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
(주)쁘띠엘린,3.4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
(주)한국하우톤,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0
현대상선(주),3.4,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0
(주)알티캐스트,3.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
(주)한국아트라스비엑스,3.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
한국토지주택공사,3.12,0.0,0.0,1.0,1.5,1.0,1.0,1.0,1.0,0
현대비앤지스틸(주),3.45,0.0,0.0,0.0,2.3,0.0,0.0,1.0,0.0,0
인천항만공사,3.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
콘티넨탈오토모티브일렉트로닉스(유),3.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
㈜LG하우시스,3.67,700.0,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0
신라스테이(주),3.6,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0
네이버비즈니스플랫폼(주),3.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
(주)인컴즈,3.1,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0
(주)비상교육,3.29,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0
한국지질자원연구원,3.17,0.0,0.0,1.0,1.9,1.0,1.0,0.0,0.0,0
(주)웰크론한텍,3.92,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
캐논코리아비즈니스솔루션(주),0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0
(주)지아이티,3.19,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
제이비우리캐피탈(주),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
에이테크솔루션(주),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
(주)삼보컴퓨터,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
한국철도시설공단,3.3,0.0,0.0,0.0,1.4,2.0,0.0,0.0,0.0,0
SK증권(주),3.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0
한국언론진흥재단,3.37,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
(주)이씨에스텔레콤,3.48,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
한국임업진흥원,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0
(주)셀트리온헬스케어,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
㈜에이플러스에셋어드바이저,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
(주)한국존슨앤드존슨,3.3,0.0,0.0,0.0,1.8,1.0,0.0,1.0,1.0,0
(주)호반호텔앤리조트,2.63,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0
크래프톤,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
(주)에스에프에이,3.33,0.0,0.0,0.0,2.3,1.0,0.0,0.0,0.0,0
남해화학(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HDC아이파크몰(주),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
CJ올리브영㈜,3.52,530.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0
CJ프레시웨이㈜,3.61,0.0,0.0,0.0,1.5,1.3,1.0,1.0,1.5,0
CJ올리브네트웍스,3.54,0.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,0
CJ제일제당(주),3.48,732.0,6.0,1.0,1.4,1.0,1.0,1.0,1.0,0
(주)아이마켓코리아,3.64,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0
해비치호텔앤드리조트(주),3.42,0.0,5.0,0.0,1.4,1.0,0.0,0.0,0.0,0
(주)엔씨소프트,3.08,400.0,0.0,1.0,1.4,1.0,0.0,1.0,1.0,0
한국수력원자력(주),3.24,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0
영풍전자(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
한국교통연구원,3.67,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0
(주)녹십자,3.14,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0
㈜한미글로벌,3.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
(주)메조미디어,3.62,545.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
한국자산관리공사,2.92,0.0,0.0,1.0,1.6,1.0,1.0,0.0,1.0,0
대한무역투자진흥공사,3.57,755.0,0.0,1.2,1.8,1.0,0.0,0.0,1.0,0
건강보험심사평가원,3.2,0.0,0.0,1.0,1.9,1.0,0.0,1.0,1.0,0
한국국방연구원,2.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
네이버(주),3.32,803.0,0.0,1.0,1.5,0.0,0.0,1.0,0.0,0
(주)보미건설,3.35,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0
FRL코리아㈜,3.29,0.0,0.0,1.0,1.4,1.0,1.0,1.0,0.0,0
SK하이닉스(주),3.21,340.0,0.0,1.0,2.1,1.0,0.0,1.0,0.0,0
(주)웅진씽크빅,2.84,420.0,0.0,1.0,1.3,1.0,1.0,1.0,1.0,0
(주)컴투스,3.21,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0
유비벨록스(주),3.32,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0
한화종합화학(주),0.0,800.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
코람코자산신탁,3.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
(주)이글루시큐리티,3.47,970.0,0.0,1.0,1.4,1.0,0.0,0.0,1.0,0
(주)넥슨코리아,3.25,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0
(주)유신,3.39,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0
엔에이치엔(주),3.65,790.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0
(주)리드코프,3.18,0.0,0.0,0.0,1.3,1.0,1.0,0.0,0.0,0
㈜한국피자헛,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
지멘스(주),2.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
(주)이랜드월드,3.58,855.0,0.0,1.0,1.4,1.0,2.0,1.0,0.0,0
넷마블컴퍼니,3.2,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0
한국저작권위원회,3.67,0.0,0.0,0.0,1.8,1.0,0.0,0.0,0.0,0
㈜KG이니시스,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0
(주)더존비즈온,3.51,540.0,0.0,0.0,2.3,1.0,0.0,0.0,0.0,0
(주)LG상사,3.47,920.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
㈜다우기술,3.25,0.0,0.0,1.0,1.8,1.0,0.0,0.0,0.0,0
비플라이소프트(주),2.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
현대오토에버(주),3.4,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0
한국맥도날드(유),0.0,0.0,0.0,1.0,1.3,1.0,0.0,0.0,0.0,0
(주)위메프,2.84,720.0,0.0,1.0,1.2,1.0,1.0,1.0,1.0,0
인카금융서비스㈜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유니슨(주),4.04,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0
동화기업(주),3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
굿어스(주),3.26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
(재)한국의학연구소,2.63,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
능원금속공업(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
네이버아이앤에스(주),3.05,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0
(주)비에스케이코퍼레이션,0.0,0.0,0.0,0.0,1.3,1.0,1.0,0.0,0.0,0
(주)파고다아카데미,3.48,810.0,0.0,1.0,1.4,1.0,0.0,0.0,2.0,0
(주)인트론바이오테크놀로지,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
SK텔레콤(주),3.4,728.0,0.0,1.0,1.7,1.0,0.0,0.0,1.0,0
(주)태영건설,3.0,450.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
인탑스(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
(주)위메이드,3.36,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
(주)한국거래소,3.6,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
브리티쉬아메리칸토바코코리아(주),0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0
신영증권(주),3.9,700.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0
(주)한섬,0.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,0.0,0
한국마이크로소프트(유),3.48,580.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0
(주)국보디자인,3.33,0.0,0.0,0.0,1.6,1.0,0.0,1.0,0.0,0
㈜에임메드,3.6,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0
(주)다원시스,2.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
㈜GS ITM,3.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
한솔요리학원,4.07,0.0,0.0,0.0,1.9,1.0,0.0,0.0,0.0,0
동양E&P㈜,3.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
㈜재능이아카데미,3.59,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
바다원(주),2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
(주)네오플,3.54,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0
(주)코리아센터,3.62,0.0,0.0,1.0,1.5,1.0,0.0,1.0,1.0,0
에스케이렌터카(주),3.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
(주)에듀윌,3.6,0.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,0
현대모비스(주),3.44,350.0,0.0,1.0,1.8,1.0,2.0,1.0,0.0,0
㈜비아트론,3.35,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
현대성우오토모티브코리아㈜,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0
㈜아모제,2.87,0.0,0.0,0.0,1.1,1.0,0.0,0.0,0.0,0
위본모터스㈜,3.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
(주)마크애니,3.18,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.0,0
(주)다날,3.56,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0
자라리테일코리아(주),3.06,0.0,0.0,1.0,1.3,1.0,0.0,0.0,0.0,0
대보정보통신(주),0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0
(주)토다이코리아,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
(주)토마토시스템,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
㈜환경과학기술,3.4,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0
줌인터넷㈜,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SK플래닛,3.53,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
㈜경봉,3.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
한국전파기지국㈜,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
(주)카카오,3.47,0.0,0.0,1.0,1.4,1.0,0.0,0.0,0.0,0
(주)동아지질,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
(주)삼진,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
LG CNS,3.44,815.0,0.0,0.0,2.4,1.0,0.0,0.0,1.0,0
삼성전자(주),3.53,534.0,6.0,1.0,2.0,1.0,1.0,1.3,1.0,0
국민건강보험공단일산병원,3.99,0.0,0.0,0.0,1.6,0.0,1.0,1.0,4.0,0
한국전력공사,3.47,588.0,6.0,1.0,2.1,1.0,0.0,1.0,1.5,0
GS칼텍스㈜,3.79,725.0,0.0,0.0,2.1,1.0,1.0,0.0,1.0,0
한국가스공사,3.45,0.0,0.0,0.0,2.1,0.0,0.0,0.0,1.0,0
S-OIL,3.5,851.0,6.0,1.0,1.8,0.0,1.0,1.0,1.0,0
(주)포스코,3.73,644.0,8.0,1.0,2.1,1.0,1.5,1.0,1.0,0
삼성디스플레이(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
기아자동차(주),3.5,819.0,0.0,1.0,1.4,0.0,1.5,1.0,1.3,0
LG전자(주),3.56,781.0,3.0,0.0,1.9,1.0,1.0,0.0,1.0,0
LG디스플레이,3.43,0.0,5.0,1.0,2.2,1.0,1.0,1.0,1.0,0
한국조선해양(주),2.88,274.0,0.0,0.0,1.2,1.0,0.0,1.0,1.0,0
SK네트웍스(주),3.23,0.0,0.0,0.0,1.9,1.5,1.0,0.0,0.0,0
현대오일뱅크(주),3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0
(주)LG화학,3.72,825.0,0.0,1.0,1.6,1.0,1.0,0.0,1.0,0
삼성물산(주),3.46,805.0,0.0,1.0,1.9,1.0,0.0,1.0,0.0,0
㈜KT,3.55,708.0,0.0,1.0,1.5,1.3,1.0,0.0,1.0,0
