company,grade,toeic,speaking,lang,cert,abr,inte,prize,vol,target
한화글로벌에셋(주),3.84,848.0,6.0,2.0,2.3,1.8,1.0,1.0,1.2,2
코오롱머티리얼(주),3.65,867.0,7.0,1.1,2.7,1.6,1.0,2.0,2.0,2
고려제강(주),3.74,888.0,7.0,1.1,2.2,1.4,1.7,1.0,2.0,2
에코플라스틱(주),3.78,740.0,5.0,0.0,1.0,1.0,1.0,3.0,2.5,2
한화디펜스㈜,3.86,947.0,8.0,0.0,1.5,1.0,1.0,0.0,1.5,2
무림페이퍼(주),3.68,775.0,6.0,1.0,2.3,1.8,1.0,1.3,2.9,2
대한해운(주),3.71,889.0,8.0,1.0,2.0,1.0,0.0,1.0,1.0,2
(주)디스플레이테크,3.66,720.0,7.0,1.0,2.2,1.4,3.0,1.0,1.0,2
(주)휴스틸,4.04,847.0,0.0,1.0,2.5,2.0,1.0,4.0,1.7,2
(주)교보문고,3.74,771.0,6.0,1.7,2.2,1.4,1.7,1.6,2.0,2
명화공업(주),3.66,737.0,5.0,1.5,1.9,1.7,1.3,2.3,2.8,2
삼환기업(주),3.71,769.0,6.0,1.0,2.8,1.0,1.0,1.0,2.0,2
솔브레인(주),3.8,818.0,6.0,1.0,1.9,1.3,1.3,2.3,1.2,2
(주)영원아웃도어,3.45,902.0,7.0,1.0,1.1,1.6,2.0,1.3,1.3,2
세방(주),3.85,887.0,7.0,1.0,2.6,1.0,1.0,1.5,0.0,2
서한산업(주),3.73,819.0,7.0,0.0,2.3,1.0,0.0,1.7,3.0,2
(주)현대리바트,3.68,838.0,6.0,1.0,2.6,1.4,1.8,1.3,1.5,2
대우조선해양건설㈜,3.55,796.0,6.0,1.0,3.6,1.7,0.0,2.3,1.0,2
(주)동양,3.48,673.0,0.0,0.0,2.5,0.0,1.0,1.0,1.5,2
(주)선진,3.48,829.0,7.0,0.0,4.0,2.0,1.0,1.5,3.7,2
㈜심텍,3.58,825.0,5.0,1.3,2.3,1.2,2.0,1.5,1.7,2
(주)유니드,3.51,880.0,0.0,1.0,3.3,1.0,1.0,1.0,1.0,2
삼부토건(주),3.53,821.0,6.0,1.0,2.6,1.4,2.0,1.0,2.5,2
(주)농협목우촌,3.7,787.0,6.0,0.0,2.2,1.4,1.0,1.0,1.4,2
(주)신도리코,3.66,781.0,6.0,1.1,2.6,1.3,1.4,1.7,1.6,2
노틸러스효성㈜,3.66,816.0,6.0,1.3,2.4,1.1,1.3,1.5,2.1,2
동우화인켐(주),3.83,799.0,6.0,1.0,2.3,1.7,1.2,2.2,1.8,2
한국솔베이㈜,3.36,853.0,6.0,0.0,2.5,1.0,0.0,0.0,1.0,2
평화정공(주),3.63,787.0,4.0,1.0,1.7,2.0,1.0,1.8,2.0,2
(주)이랜드파크,3.71,794.0,6.0,1.0,2.6,1.5,1.5,2.0,2.1,2
한솔테크닉스(주),3.64,783.0,6.0,1.4,2.4,1.4,1.1,2.8,1.6,2
㈜서연전자,3.71,804.0,7.0,1.3,2.3,1.4,1.6,2.0,2.0,2
BR코리아,3.68,824.0,6.0,1.3,2.4,1.4,2.3,1.8,1.8,2
동아원㈜,3.39,0.0,0.0,1.0,1.7,1.3,0.0,0.0,0.0,2
한국전자통신연구원,3.88,770.0,6.0,1.0,2.7,1.4,1.3,1.8,2.3,2
쿠쿠홀딩스(주),3.74,815.0,6.0,1.6,2.5,1.6,1.5,2.0,1.8,2
경창산업(주),3.55,633.0,5.0,1.0,2.4,1.6,2.0,1.5,1.5,2
데상트코리아(주),3.79,843.0,7.0,1.0,2.1,1.3,1.0,2.3,1.6,2
(주)동방,3.62,853.0,7.0,1.0,3.0,2.0,0.0,1.5,2.7,2
(주)딜라이브,3.65,900.0,5.0,1.0,2.6,1.5,2.0,1.0,2.2,2
(주)유성티엔에스,3.71,798.0,0.0,1.0,2.7,1.0,1.0,1.0,3.0,2
한국단자공업(주),3.62,773.0,6.0,1.1,2.8,1.4,1.0,2.4,1.9,2
동아에스티(주),3.72,813.0,0.0,3.0,3.3,1.0,1.0,3.0,1.3,2
(주)DB하이텍,3.55,866.0,8.0,0.0,2.0,1.3,1.0,1.5,1.4,2
조선내화(주),3.72,837.0,6.0,1.0,2.0,1.5,1.0,1.5,3.0,2
(주)파라다이스,3.7,792.0,6.0,1.3,2.5,1.8,1.5,1.8,2.2,2
더페이스샵,3.68,818.0,0.0,1.5,3.3,1.0,1.0,3.3,2.5,2
(주)두원공조,3.8,788.0,6.0,1.5,2.0,1.5,1.0,0.0,1.7,2
현대종합금속(주),3.71,909.0,7.0,1.0,2.3,1.2,1.1,1.2,2.3,2
코오롱글로텍(주),3.79,838.0,6.0,1.3,2.1,1.3,1.8,2.8,1.8,2
(주)파워로직스,3.55,819.0,0.0,1.0,3.0,1.4,1.0,1.5,1.0,2
단국대학교,4.01,738.0,7.0,1.6,2.5,1.4,1.6,2.3,2.2,2
한국노바티스(주),3.51,891.0,6.0,1.0,2.0,1.0,2.0,2.0,1.7,2
듀폰코리아(주),3.59,928.0,7.0,1.0,1.5,3.0,1.5,2.0,3.0,2
(주)스타벅스커피코리아,3.67,786.0,6.0,1.2,2.3,1.4,1.8,1.9,1.9,2
에어프로덕츠코리아㈜,3.63,850.0,7.0,1.0,2.3,3.0,0.0,2.0,2.0,2
한국성전,3.53,708.0,0.0,1.0,2.4,1.6,1.0,0.0,1.0,2
㈜필립스전자,3.61,844.0,6.0,1.0,1.9,1.5,1.7,1.7,1.7,2
㈜ADT캡스,3.71,770.0,0.0,1.0,3.1,1.1,2.0,3.0,1.6,2
대동공업(주),3.53,960.0,7.0,0.0,2.5,2.5,1.5,1.0,2.5,2
디디피스페셜티프로덕츠코리아(주),3.77,801.0,6.0,1.0,2.1,1.0,1.0,5.0,2.0,2
㈜카펙발레오,3.42,691.0,6.0,0.0,2.0,1.0,1.0,2.0,2.0,2
(주)토비스,3.28,775.0,6.0,1.5,2.0,1.4,1.0,1.0,2.5,2
엠케이전자(주),3.72,761.0,5.0,1.0,2.0,1.4,0.0,1.5,0.0,2
㈜베바스토동희,3.52,675.0,0.0,1.0,1.8,1.0,0.0,2.0,2.0,2
광동제약(주),3.66,805.0,6.0,1.3,2.3,1.3,1.0,2.0,2.1,2
㈜플렉스컴,3.93,580.0,0.0,1.0,3.0,2.0,2.0,1.5,1.0,2
세종공업(주),3.84,858.0,0.0,1.0,2.0,1.3,0.0,1.0,2.0,2
(주)한독모터스,3.37,748.0,5.0,0.0,3.4,1.0,0.0,2.0,2.0,2
(주)에이비비코리아,3.73,822.0,7.0,1.0,2.5,1.3,1.0,1.7,1.5,2
(주)코리아써키트,3.63,786.0,6.0,1.1,2.3,1.2,1.8,1.1,1.7,2
넥스틸(주),3.74,873.0,0.0,1.0,1.5,1.0,3.0,1.3,0.0,2
한화S&C㈜,3.59,800.0,6.0,0.0,2.1,1.1,1.4,1.7,3.0,2
삼일회계법인,3.69,891.0,7.0,1.2,2.2,1.5,2.4,2.1,1.8,2
제일파마홀딩스(주),3.71,831.0,6.0,1.0,2.6,1.6,1.6,1.5,2.0,2
삼화페인트공업(주),3.74,817.0,6.0,1.0,2.3,1.0,3.0,1.6,1.7,2
자화전자(주),3.58,740.0,5.0,1.3,1.8,1.3,1.0,1.0,2.3,2
SK텔레시스(주),3.58,828.0,8.0,0.0,2.6,1.1,1.0,1.0,1.7,2
(주)평화발레오,3.62,840.0,4.0,1.0,3.8,1.2,1.0,3.0,1.0,2
한국국토정보공사,3.61,742.0,6.0,0.0,2.7,1.0,1.2,1.0,2.0,2
한화에너지(주),3.88,833.0,7.0,1.0,2.7,1.0,1.0,2.0,2.0,2
에이에스엠엘코리아(주),3.4,851.0,7.0,0.0,2.5,1.0,0.0,0.0,2.3,2
(주)디비아이엔씨,3.71,909.0,7.0,1.0,2.3,1.7,1.0,3.5,2.3,2
덴소코리아일렉트로닉스㈜,3.55,763.0,7.0,1.2,2.8,1.6,0.0,2.0,2.8,2
신세계건설(주),3.54,807.0,6.0,1.0,2.1,1.5,1.0,1.8,1.7,2
㈜KR산업,3.89,618.0,0.0,0.0,3.3,1.5,0.0,5.0,0.0,2
율촌화학(주),3.84,715.0,7.0,2.0,2.2,1.0,1.5,1.0,3.0,2
(주)글락소스미스클라인,3.63,825.0,7.0,1.0,2.4,1.3,1.0,1.3,2.3,2
대성산업가스(주),3.85,787.0,0.0,0.0,2.3,2.0,1.0,1.0,1.5,2
동아타이어공업㈜,3.83,748.0,5.0,0.0,2.2,1.3,0.0,1.5,1.4,2
도이치모터스(주),3.8,778.0,0.0,0.0,3.0,1.5,1.5,3.0,1.0,2
현대스틸산업(주),3.81,785.0,5.0,1.0,3.4,1.3,0.0,3.5,1.3,2
핸즈코퍼레이션(주),3.72,841.0,6.0,1.0,3.1,1.6,1.7,2.1,1.8,2
㈜제주항공,3.66,791.0,6.0,1.3,2.1,1.7,1.9,1.7,2.6,2
(주)보쉬전장,3.5,814.0,6.0,0.0,1.2,1.5,1.2,1.0,1.3,2
SK텔링크㈜,3.53,780.0,7.0,1.0,3.5,1.0,1.5,3.0,1.0,2
(주)대우로지스틱스,3.68,834.0,7.0,1.0,2.8,1.1,2.2,2.0,2.0,2
제주국제자유도시개발센터,3.58,933.0,8.0,1.0,2.5,1.0,2.0,5.0,2.0,2
유진기업(주),3.58,843.0,7.0,1.0,3.6,1.3,1.0,2.0,1.0,2
(주)크라운해태홀딩스,3.61,773.0,6.0,1.5,2.3,1.1,1.3,2.3,1.6,2
성창이엔씨(주),3.52,785.0,0.0,1.0,3.3,1.5,2.0,0.0,0.0,2
에드워드코리아(주),3.48,748.0,6.0,2.0,2.6,1.2,1.0,2.0,1.0,2
대상베스트코,3.72,616.0,6.0,1.0,2.8,1.2,1.8,1.7,2.4,2
에어리퀴드코리아(주),3.78,829.0,6.0,1.0,2.0,1.7,0.0,0.0,0.0,2
금강공업㈜,3.4,748.0,0.0,1.0,1.5,1.0,1.0,0.0,1.0,2
한국공항(주),3.61,752.0,6.0,1.2,2.3,1.3,1.9,1.3,1.7,2
한국로버트보쉬㈜,3.81,873.0,7.0,1.0,2.1,1.4,1.5,2.5,2.4,2
(주)뉴옵틱스,3.7,684.0,5.0,1.0,2.7,1.4,3.0,1.0,1.7,2
라파즈한라시멘트㈜,3.72,863.0,6.0,0.0,3.0,1.3,1.0,3.0,3.0,2
(주)바이더웨이,3.57,813.0,0.0,1.0,4.0,1.3,0.0,0.0,0.0,2
대주중공업(주),3.7,821.0,6.0,1.0,2.4,1.0,2.5,3.0,2.2,2
대선조선(주),3.72,826.0,4.0,0.0,1.8,1.2,1.0,1.7,1.0,2
휠라코리아㈜,3.83,820.0,8.0,0.0,2.6,1.7,1.0,3.7,1.3,2
(재)한국원자력연구원,3.92,773.0,6.0,1.1,2.2,1.2,2.4,1.6,2.1,2
(주)리치몬트코리아,3.69,833.0,5.0,1.9,2.3,1.7,1.4,3.0,2.2,2
㈜대유위니아,3.66,849.0,7.0,0.0,2.7,1.1,1.3,1.3,2.2,2
동양네트웍스(주),3.72,801.0,7.0,1.5,2.3,1.2,1.5,2.0,1.4,2
씨에스유통(주),3.19,920.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2
(주)실리콘웍스,3.59,781.0,5.0,1.0,3.8,1.4,1.7,1.0,1.8,2
한솔로지스틱스(주),3.8,917.0,7.0,1.3,1.9,1.7,1.2,2.0,1.2,2
(주)동성화인텍,3.58,793.0,6.0,1.3,2.3,1.2,2.0,1.5,2.7,2
(주)이랜텍,3.62,699.0,6.0,1.0,2.6,1.7,1.0,1.3,3.3,2
(주)LG생명과학,3.85,849.0,7.0,2.0,2.9,1.6,1.4,2.0,2.0,2
(주)단석산업,3.73,751.0,5.0,1.5,2.7,1.0,3.0,2.3,3.0,2
동아건설산업(주),3.68,829.0,5.0,1.0,2.4,1.4,1.4,1.8,2.3,2
(주)에이블씨엔씨,3.76,862.0,7.0,1.2,2.3,1.5,1.4,1.6,2.3,2
대보건설(주),3.71,857.0,6.0,0.0,2.6,3.0,1.8,2.0,2.0,2
케이투코리아(주),3.73,960.0,7.0,0.0,3.3,1.0,1.0,1.0,2.0,2
(주)사조대림,3.72,814.0,6.0,1.0,1.8,1.3,1.0,0.0,1.2,2
(주)노루페인트,3.49,855.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2
㈜성주그룹,3.69,837.0,7.0,1.1,1.5,1.6,2.0,1.3,1.4,2
㈜KT cs,3.63,814.0,7.0,1.3,2.9,1.2,1.7,1.8,1.8,2
바르질라현대엔진(유),3.68,795.0,6.0,1.0,3.2,1.0,1.0,0.0,2.5,2
(주)세진중공업,3.64,697.0,6.0,0.0,2.3,1.8,1.0,1.0,1.0,2
패션그룹형지(주),3.81,852.0,6.0,1.0,1.9,1.7,1.3,1.6,1.8,2
(주)엘비루셈,3.76,716.0,6.0,1.5,3.2,1.5,1.3,1.5,1.5,2
코리아오토글라스(주),3.5,773.0,5.0,1.0,2.0,1.5,1.0,1.0,2.0,2
도요엔지니어링코리아㈜,3.51,818.0,0.0,1.3,3.0,1.7,0.0,0.0,0.0,2
(주)부영,3.77,757.0,6.0,2.0,2.6,1.0,3.0,1.0,1.5,2
대림자동차공업(주),3.66,805.0,7.0,1.0,2.7,1.2,1.3,1.6,2.5,2
남양넥스모(주),3.66,772.0,7.0,1.0,2.3,2.0,1.0,2.0,1.3,2
㈜KT is,3.67,766.0,5.0,1.0,2.9,1.4,1.7,1.2,1.3,2
경북대학교병원,3.88,734.0,7.0,1.5,2.9,1.5,2.5,1.0,1.7,2
(주)디에이치엘코리아,3.69,868.0,7.0,1.0,2.4,1.2,1.5,1.0,2.0,2
(주)푸드머스,3.74,816.0,7.0,1.0,2.6,1.0,1.0,2.0,2.5,2
한국후지제록스(주),3.63,830.0,6.0,1.4,2.2,1.4,1.5,1.5,2.0,2
㈜성광벤드,3.43,883.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,2
신동아건설(주),3.71,847.0,6.0,1.0,2.3,1.0,1.0,3.5,1.5,2
(주)시노펙스,3.69,795.0,7.0,1.0,2.7,1.5,1.0,2.0,2.3,2
하이에어코리아(주),3.7,787.0,6.0,1.0,2.5,1.7,2.3,2.7,2.0,2
우미건설㈜,3.85,814.0,6.0,1.0,3.4,1.0,0.0,1.0,1.0,2
금호고속(주),3.67,880.0,6.0,0.0,3.0,3.0,1.0,0.0,0.0,2
사조산업(주),3.85,784.0,5.0,0.0,3.0,1.5,2.0,3.0,0.0,2
(주)인터파크,3.73,806.0,6.0,1.2,2.8,1.3,1.3,2.6,2.0,2
현대아이에이치엘(주),3.86,868.0,0.0,2.0,3.5,1.0,1.3,3.0,2.5,2
한전KDN,3.64,805.0,6.0,1.3,2.8,1.3,1.5,1.7,1.6,2
인지컨트롤스(주),3.66,769.0,6.0,3.0,2.7,1.5,1.5,2.4,1.8,2
(주)네오위즈,3.6,825.0,7.0,1.1,2.8,1.3,1.2,1.7,1.8,2
(주)경동나비엔,3.77,836.0,7.0,1.5,2.2,1.4,1.0,1.6,1.3,2
온코퍼레이션,3.63,865.0,6.0,0.0,3.3,1.3,2.0,1.5,3.3,2
(주)한화갤러리아,3.73,828.0,6.0,1.6,2.3,1.3,1.5,1.9,1.8,2
한국알프스(주),3.76,837.0,7.0,3.0,2.6,1.6,1.0,1.0,2.0,2
태림포장공업㈜,3.44,765.0,6.0,1.5,2.5,1.2,1.7,1.6,2.0,2
㈜스마일게이트,3.59,836.0,6.0,0.0,2.4,1.0,1.5,1.8,1.8,2
㈜우전앤한단,3.68,829.0,6.0,1.5,2.6,1.8,1.3,2.8,2.2,2
공신테크노소닉㈜,3.1,835.0,7.0,1.0,1.0,2.0,1.5,2.0,2.0,2
더클래스효성(주),3.78,784.0,7.0,1.0,2.9,1.2,1.7,1.8,2.0,2
공항철도(주),3.74,764.0,0.0,1.0,2.5,1.5,5.0,0.0,0.0,2
온세미컨덕터코리아(주),3.63,839.0,6.0,1.2,2.1,1.6,1.4,1.3,1.8,2
동양물산기업(주),3.48,818.0,5.0,1.0,2.6,1.3,4.0,2.0,1.5,2
중흥건설(주),3.5,630.0,0.0,1.0,3.8,1.0,1.0,1.0,1.5,2
디아지오코리아(주),3.85,953.0,7.0,1.0,1.2,1.0,1.3,1.0,1.0,2
㈜삼선로직스,3.55,876.0,7.0,1.0,2.1,1.3,1.0,1.0,1.8,2
애경산업(주),3.64,869.0,6.0,1.0,2.3,1.3,1.8,1.7,2.3,2
(재)한국항공우주연구원,3.66,774.0,6.0,1.0,3.3,1.6,3.0,3.3,2.7,2
(주)노브랜드,3.81,805.0,8.0,1.0,3.0,1.6,3.0,3.0,1.0,2
한국보건산업진흥원,3.86,777.0,6.0,1.0,2.5,1.2,1.3,1.6,2.1,2
(주)엠에스오토텍,3.75,680.0,7.0,0.0,3.5,2.5,0.0,0.0,5.0,2
티센크루프엘리베이터코리아(주),3.59,809.0,4.0,1.0,2.6,1.6,0.0,2.5,2.0,2
화성산업(주),3.74,915.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2
태양금속공업㈜,3.62,734.0,6.0,1.0,2.8,1.3,1.0,2.0,1.8,2
㈜컴퓨존,3.58,694.0,0.0,1.0,2.7,2.4,2.4,1.5,2.0,2
(주)이노션,3.74,869.0,7.0,1.0,1.3,1.5,2.2,6.5,2.5,2
디와이(주),3.56,754.0,7.0,1.3,2.4,1.5,1.0,3.0,1.7,2
대한사료(주),3.9,800.0,0.0,0.0,3.3,1.0,1.0,1.3,1.0,2
(주)비에이치,3.58,785.0,6.0,1.3,2.4,1.9,1.8,1.7,3.0,2
델인터내셔널㈜,3.77,781.0,0.0,0.0,2.3,1.5,0.0,1.5,2.0,2
존슨콘트롤즈오토모티브코리아㈜,3.88,980.0,6.0,1.0,5.0,1.3,2.0,2.0,2.7,2
한국관광공사,3.92,866.0,6.0,1.6,2.5,1.6,1.7,2.3,2.2,2
두원중공업(주),3.67,770.0,0.0,1.0,2.0,1.4,3.0,2.3,1.5,2
(주)조선일보사,3.69,856.0,0.0,1.1,2.3,1.1,1.4,1.8,2.0,2
한국EMC컴퓨터시스템즈㈜,3.22,825.0,7.0,1.0,3.5,2.0,0.0,0.0,0.0,2
(주)이수페타시스,3.52,834.0,7.0,1.0,2.1,1.5,1.0,4.0,1.0,2
바이엘코리아(주),3.69,900.0,6.0,1.1,2.7,1.7,0.0,1.3,4.0,2
㈜골프존뉴딘,3.77,808.0,7.0,1.3,3.2,1.1,1.0,1.0,3.0,2
(주)영우디지탈,3.54,759.0,6.0,1.0,2.9,1.2,2.0,2.0,2.0,2
(주)부산롯데호텔,3.79,808.0,6.0,1.4,2.3,1.3,1.4,1.2,1.5,2
(주)니프코코리아,3.67,781.0,5.0,1.3,2.3,1.6,2.0,2.2,1.8,2
AK S&D (주),3.53,793.0,0.0,0.0,2.6,0.0,0.0,1.5,3.0,2
(주)풍인무역,3.68,845.0,7.0,1.1,2.1,1.4,2.0,2.0,1.4,2
넥상스코리아(주),3.32,881.0,7.0,1.0,3.3,1.8,0.0,0.0,0.0,2
(주)풀무원푸드앤컬처,3.83,761.0,7.0,1.3,3.7,1.2,2.0,1.8,2.0,2
롯데비피화학(주),4.25,725.0,7.0,0.0,3.5,1.0,0.0,1.0,1.0,2
(주)이니스프리,3.86,893.0,7.0,2.0,2.0,1.5,1.0,2.0,4.0,2
(주)센트랄,3.72,805.0,7.0,0.0,2.3,1.3,0.0,2.5,1.0,2
㈜넥솔론,3.64,821.0,6.0,1.0,2.2,1.2,2.2,1.8,1.7,2
로옴세미컨덕터코리아(주),3.65,772.0,0.0,1.4,3.2,1.3,2.0,1.3,1.5,2
도쿄일렉트론코리아(주),3.5,807.0,5.0,2.0,2.5,1.0,0.0,1.0,3.3,2
(주)캠시스,3.72,0.0,0.0,0.0,3.0,2.0,1.3,3.0,2.3,2
YES24㈜,3.76,859.0,7.0,1.3,2.2,1.3,1.2,1.0,1.7,2
(주)GS,3.94,875.0,0.0,0.0,2.1,1.0,1.1,0.0,0.0,2
㈜대유신소재,3.59,684.0,0.0,2.0,2.7,1.2,1.0,2.5,1.3,2
(주)아이피케이,3.52,823.0,7.0,1.0,1.5,1.5,0.0,0.0,0.0,2
(주)한독,3.69,843.0,7.0,1.0,1.9,1.6,1.0,1.7,1.9,2
보령제약(주),3.68,837.0,6.0,1.0,2.8,1.3,1.0,1.8,1.9,2
SFA반도체㈜,3.7,854.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2
한국허벌라이프(주),3.58,876.0,7.0,1.0,1.9,1.6,1.0,1.2,2.3,2
㈜ABC마트코리아,3.8,797.0,6.0,1.8,2.9,1.4,1.7,1.3,2.5,2
(주)귀뚜라미홀딩스,3.81,848.0,6.0,2.0,1.5,2.5,2.0,2.2,3.0,2
(주)팔도,3.5,808.0,5.0,1.0,2.7,1.7,1.0,2.0,1.0,2
제이에스알마이크로코리아(주),3.72,778.0,8.0,1.3,2.0,1.0,0.0,0.0,0.0,2
광림통상㈜,3.66,828.0,6.0,1.0,2.0,1.3,1.3,1.5,2.5,2
강남제비스코㈜,3.56,800.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2
프라다코리아㈜,3.79,840.0,0.0,1.4,2.1,1.4,3.0,0.0,2.0,2
뉴스킨코리아㈜,3.77,886.0,6.0,1.5,2.2,1.5,1.0,1.8,1.6,2
(주)에뛰드,3.79,868.0,6.0,1.0,2.6,1.7,1.8,2.3,2.6,2
한양이엔지(주),3.48,797.0,6.0,1.8,3.1,1.6,1.0,1.5,1.5,2
(주)삼표,3.42,771.0,6.0,1.0,2.0,1.0,1.0,1.0,1.8,2
오텍캐리어(주),3.77,840.0,6.0,1.0,2.4,1.0,2.0,3.3,2.7,2
(주)코스콤,3.82,874.0,7.0,0.0,2.0,1.2,1.0,1.0,1.0,2
(주)신세계조선호텔,3.69,795.0,6.0,1.1,2.5,1.4,1.6,2.6,1.7,2
㈜에스지세계물산,3.7,795.0,0.0,0.0,4.3,1.3,0.0,1.0,0.0,2
㈜대홍기획,3.82,885.0,7.0,1.3,2.4,1.3,2.0,2.6,1.7,2
청호나이스(주),3.64,790.0,6.0,1.1,2.2,1.4,1.5,1.3,2.0,2
우리에프아이에스(주),3.91,824.0,6.0,1.0,2.4,1.0,1.3,1.5,1.8,2
만도헬라일렉트로닉스(주),3.66,816.0,0.0,1.0,2.3,1.3,1.0,1.2,1.5,2
(주)대성엘텍,3.59,699.0,6.0,1.4,2.2,1.7,1.0,1.5,1.4,2
(주)한익스프레스,3.77,893.0,8.0,1.0,2.7,1.6,1.5,0.0,0.0,2
(주)체리부로,3.53,712.0,0.0,0.0,2.7,1.3,2.0,3.0,1.0,2
(주)대한솔루션,3.69,615.0,0.0,1.0,2.2,1.3,1.0,1.0,2.5,2
DAP,3.66,753.0,6.0,1.0,2.9,1.6,1.7,2.5,1.6,2
프렉스에어코리아㈜,3.61,865.0,7.0,0.0,1.3,2.0,0.0,2.0,1.0,2
캐논코리아컨슈머이미징(주),3.82,941.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,2
한국산업안전보건공단,3.78,711.0,5.0,1.0,2.8,1.2,1.2,1.1,2.3,2
STX건설㈜,3.78,875.0,0.0,0.0,2.0,1.0,1.0,1.0,1.5,2
한국아스트라제네카(주),4.07,765.0,7.0,1.0,2.0,1.7,0.0,2.0,1.0,2
CJ건설㈜,3.81,862.0,6.0,0.0,2.0,1.5,1.3,1.1,1.0,2
어플라이드머티어리얼즈코리아(주),3.12,843.0,7.0,1.0,2.6,2.0,1.0,0.0,4.0,2
대방건설(주),3.89,798.0,5.0,0.0,2.0,0.0,2.8,2.6,1.3,2
하이호경금속(주),3.22,763.0,0.0,0.0,2.8,1.0,0.0,1.5,5.0,2
(주)하나투어,3.76,817.0,6.0,1.2,2.3,1.5,1.6,1.9,2.1,2
동원시스템즈(주),3.63,809.0,6.0,2.0,2.1,1.5,1.3,1.6,2.3,2
롯데네슬레코리아(주),3.91,852.0,7.0,0.0,2.0,1.8,1.0,3.0,1.0,2
히로세코리아(주),3.6,766.0,5.0,1.3,2.3,1.7,1.7,1.0,1.9,2
한국에스엠씨공압㈜,3.56,792.0,0.0,1.7,2.0,1.7,1.5,1.7,2.3,2
(주)원익홀딩스,3.72,751.0,0.0,1.0,3.0,1.3,0.0,0.0,0.0,2
삼양식품(주),3.79,805.0,6.0,0.0,2.7,1.7,1.2,1.9,2.3,2
(주)켐트로닉스,3.66,778.0,6.0,1.2,2.7,1.4,1.5,1.6,1.7,2
(주)경기고속,3.38,638.0,0.0,0.0,2.4,1.0,1.0,0.0,1.0,2
(주)금성백조주택,3.94,708.0,0.0,0.0,3.0,1.0,1.0,1.5,1.0,2
한국콩스버그마리타임㈜,3.92,950.0,7.0,0.0,2.0,2.0,1.0,2.0,1.0,2
이엘케이(주),3.41,720.0,0.0,1.5,2.2,1.8,1.0,1.0,1.7,2
(주)신흥정밀,3.63,703.0,5.0,1.3,2.9,1.6,2.0,1.0,2.3,2
동아제약(주),3.7,856.0,7.0,2.5,2.6,1.5,0.0,2.7,1.5,2
(주)옵티스,3.57,819.0,7.0,1.3,3.0,2.0,2.0,3.0,4.3,2
한전산업개발(주),3.79,782.0,6.0,1.0,3.5,1.3,2.3,2.7,2.4,2
한국농수산식품유통공사,3.76,809.0,7.0,1.1,2.3,1.5,3.0,1.5,2.3,2
삼광글라스(주),3.75,827.0,7.0,2.0,2.2,1.3,1.3,3.3,3.0,2
(주)윈스틸,3.24,808.0,4.0,1.0,3.0,1.8,1.0,1.0,2.5,2
한라엔컴(주),3.65,851.0,6.0,1.0,3.5,1.8,1.0,2.5,1.7,2
한국방송통신전파진흥원,3.64,786.0,5.0,1.0,2.3,1.0,1.6,2.0,1.3,2
(주)에스텍시스템,3.64,662.0,6.0,1.2,2.4,1.3,2.5,1.9,1.8,2
극동전선(주),3.77,869.0,7.0,1.0,2.2,1.2,1.0,2.5,0.0,2
남광토건(주),3.82,819.0,8.0,0.0,2.3,1.0,0.0,1.0,1.0,2
(주)동아일보사,3.96,853.0,6.0,1.0,2.6,1.1,1.0,1.5,2.3,2
유성기업(주),3.54,670.0,7.0,0.0,2.5,1.0,0.0,2.0,0.0,2
한성기업(주),3.89,901.0,7.0,1.0,3.0,2.0,1.5,1.5,2.7,2
(주)진에어,3.72,900.0,7.0,1.1,2.5,1.3,1.3,1.0,2.0,2
(주)한중푸드,3.82,910.0,0.0,0.0,2.3,1.4,1.7,0.0,1.0,2
(주)우리은행,3.77,851.0,6.0,1.1,2.7,1.3,1.3,1.5,1.6,2
(주)신한은행,3.77,874.0,7.0,1.0,2.8,1.1,1.2,1.9,2.0,2
(주)한국스탠다드차타드은행,3.73,859.0,5.0,1.2,2.5,1.4,1.1,3.6,1.7,2
(주)국민은행,3.84,868.0,7.0,1.1,2.5,1.2,1.2,2.4,1.8,2
삼성생명보험(주),3.68,836.0,6.0,1.4,2.6,1.2,1.4,1.7,2.1,2
㈜하나은행,3.74,856.0,7.0,1.2,2.6,1.2,1.2,2.5,1.8,2
중소기업은행,3.79,860.0,7.0,1.0,2.7,1.4,1.3,1.6,2.1,2
(주)한국씨티은행,3.65,824.0,6.0,1.4,2.3,1.3,1.7,1.1,2.0,2
(주)하나은행,3.83,866.0,6.0,1.2,3.0,1.4,1.6,1.7,1.8,2
교보생명보험(주),3.69,764.0,6.0,1.2,2.6,1.3,1.6,2.1,1.9,2
한화생명보험(주),3.67,842.0,6.0,1.1,2.6,1.1,1.5,1.7,2.0,2
삼성화재해상보험(주),3.7,840.0,6.0,1.2,2.4,1.4,1.3,2.1,1.8,2
현대해상화재보험(주),3.7,803.0,6.0,1.4,2.6,1.2,1.2,2.2,1.8,2
